text	labels
However , this sensitivity was approximately 10 times lower than that of one - step RT - PCR using the same sample .	O O O O O O O O O O O O O O O O O O O O O O O
Immunohistochemical analysis using MAbs specific to CP - N and CP - C in IMNV - infected shrimp revealed intense staining patterns in muscles , the lymphoid organ , gills , the heart , hemocytes and connective tissue .	O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O
Real time PCR method for simultaneous detection , quantitation and differentiation of capripoxviruses .	O O O O O O O O O O O O O O
The genus Capripoxvirus ( CaPV ) comprises three members namely , sheep poxvirus ( SPPV ) , goat poxvirus ( GTPV ) and lumpy skin disease virus ( LSDV ) affecting sheep , goats and cattle , respectively .	O O O O O O O O O O O B I O B O O B I O B O O B I I I O B O O B O B O B O O O
CaPV infections produce similar symptoms in sheep and goats , and the three viruses cannot be distinguished serologically .	O O O O O O B O B O O O O O O O O O O
Since there are conflicting opinions regarding the host specificity of CaPVs , particularly for goatpox and sheeppox viruses , the development of rapid genotyping tools will facilitate more accurate disease diagnosis and surveillance for better management of capripox outbreaks .	O O O O O O O O O O O O O O B O B I O O O O O O O O O O O O O O O O O O O O O O
This paper describes a species - specific , real time polymerase chain reaction ( PCR ) , based on unique molecular markers that were found in the G - protein - coupled chemokine receptor ( GPCR ) gene sequences of CaPVs , that uses dual hybridization probes for their simultaneous detection , quantitation and genotyping .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The assay can differentiate between CaPV strains based on differences in the melting point temperature ( Tm ) obtained after fluorescence melting curve analysis ( FMCA ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
It is highly sensitive and presents low intra - and inter - run variation .	O O O O O O O O O O O O O O O
This real time PCR assay will make a significant contribution to CaPV diagnosis and to the better understanding of the epidemiology of CaPVs by enabling rapid genotyping and gene - based classification of viral strains and unequivocal identification of isolates .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Multiplex PCR for rapid detection of serotype A foot - and - mouth disease virus variants with amino acid deletion at position 59 of the capsid protein VP3 .	O O O O O O B I I I I I I I I O O O O O O O O O O O O O O
In India , there has been co - circulation , extinction and emergence of genotypes / lineages within serotype A foot - and - mouth disease ( FMD ) virus .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O
At present an antigenically heterogeneous , unique lineage within genotype VII dominates the field outbreaks .	O O O O O O O O O O O O O O O O
This genetic cluster has amino acid deletion at position 59 of VP3 ( VP3 ( 59 ) - deletion group ) , considered to be critical antigenically .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The emergence of this group warrants rapid and accurate detection to facilitate early planning and implementation of an effective control policy .	O O O O O O O O O O O O O O O O O O O O O O
A rapid multiplex PCR assay was developed for detection of the dominating VP3 ( 59 ) - deletion group with 100 % sensitivity and specificity , even before generating sequence data and confirmatory phylogenetic analysis .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This development is important for surveillance of FMD in India .	O O O O O O O B O O O
Multiplex RT - PCR for rapid detection and differentiation of class I and class II Newcastle disease viruses .	O O O O O O O O O O B I O B I I I I O
A multiplex RT - PCR was developed for detection and differentiation of class I and class II strains of Newcastle disease virus ( NDV ) .	O O O O O O O O O O O O B I O B I I I I I I I I I O
The method was shown to have high specificity and sensitivity .	O O O O O O O O O O O
The results obtained from the multiplex RT - PCR for a total of 67 NDV field isolates obtained in 2009 were consistent with those obtained by nucleotide sequencing and phylogenetic analysis .	O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O
A phylogenetic tree based on the partial sequences of the F gene revealed that the 67 field isolates of NDV could be divided into two classes .	O O O O O O O O O O O O O O O O O O O B O O O O O O O
Twenty - seven NDV isolates were grouped into class I , and two genotypes were identified .	O O O B O O O O B I O O O O O O O
Most of the class I isolates were determined to be of genotype 3 , with the exception of isolate NDV09 - 034 , which belonged to genotype 2 .	O O O B I O O O O O O O O O O O O O O B I I O O O O O O O
Forty class II NDV isolates were divided into three genotypes , namely genotype VII ( 27 isolates ) , genotype I ( 2 isolates ) and genotype II ( 11 isolates ) .	O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Isolates of genotypes I and II in class II were shown to be related to commercial vaccine strains used commonly in China .	O O O O O O O O O O O O O O O O O O O O O O O
All isolates of genotype VII were predicted to be virulent , on the basis of the sequence motif at the cleavage site of the F gene .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
This genotype has become predominantly responsible for most outbreaks of ND in China in recent years .	O O O O O O O O O O O O O O O O O
In conclusion , this multiplex RT - PCR provides a new assay for rapid detection and differentiation of both classes of NDV isolates .	O O O O O O O O O O O O O O O O O O O O O B I O
Detection of Tomato black ring virus by real - time one - step RT - PCR .	O O B I I I O O O O O O O O O O O
A TaqMan - based real - time one - step RT - PCR assay was developed for the rapid detection of Tomato black ring virus ( TBRV ) , a significant plant pathogen which infects a wide range of economically important crops .	O O O O O O O O O O O O O O O O O O O O O B I I I O B O O O O O O O O O O O O O O O O
Primers and a probe were designed against existing genomic sequences to amplify a 72 bp fragment from RNA - 2 .	O O O O O O O O O O O O O O O O O O O O O
The assay amplified all isolates of TBRV tested , but no amplification was observed from the RNA of other nepovirus species or healthy host plants .	O O O O O O B O O O O O O O O O O O O O O O O O O O
The detection limit of the assay was estimated to be around nine copies of the TBRV target region in total RNA .	O O O O O O O O O O O O O O O B O O O O O O
A comparison with conventional RT - PCR and ELISA , indicated that ELISA , the current standard test method , lacked specificity and reacted to all nepovirus species tested , while conventional RT - PCR was approximately ten - fold less sensitive than the real - time RT - PCR assay .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Finally , the real - time RT - PCR assay was tested using five different RT - PCR reagent kits and was found to be robust and reliable , with no significant differences in sensitivity being found .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The development of this rapid assay should aid in quarantine and post - border surveys for regulatory agencies .	O O O O O O O O O O O O O O O O O O O
Cross - genotypic polyclonal anti - HCV antibodies from human ascitic fluid .	O O O O O O B O O B O O O
Many anti - HCV antibodies are available , but more are needed for research and clinical applications .	O O O B O O O O O O O O O O O O O O
This study examines whether ascitic fluid from cirrhotic patients could be a source of reagent - grade antibodies .	O O O O O O O O O O O O O O O O O O O
Ascitic fluid from 29 HCV patients was screened by ELISA for anti - HCV antibodies against three viral proteins : core , NS4B , and NS5A .	O O O O B O O O O O O O O B O O O O O O O O O O O O O
Significant patient - to - patient variability in anti - HCV antibody titers was observed .	O O O O O O O O O O B O O O O O
Total ascitic fluid IgG purified by Protein - A chromatography reacted with HCV proteins in immunoblots , cell extracts , and replicon - expressing cells .	O O O O O O O O O O O O B O O O O O O O O O O O O O
Affinity - purification using synthetic peptides as bait allowed the preparation of cross - genotypic antibodies directed against pre - selected regions of HCV core , NS4B , and NS5A proteins .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The performance of the polyclonal antibodies was comparable to that of monoclonal antibodies .	O O O O O O O O O O O O O O
Anti - NS4B antibody preparations reacted with genotype 1a , 1b , and 2a NS4B proteins in immunoblots and allowed NS4B to be localized in replicon - expressing cells .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Ascitic fluid is an abundant source of human polyclonal cross - genotypic antibodies that can be used as an alternative to blood .	O O O O O O O B O O O O O O O O O O O O O O O
This study shows the utility of selectively purifying human polyclonal antibodies from ascitic fluid .	O O O O O O O O B O O O O O O
Affinity purification allows antibodies to be selected that are comparable to monoclonal antibodies in their ability to react with targeted regions of viral proteins .	O O O O O O O O O O O O O O O O O O O O O O O O O
A versatile vector for the production of pseudotyped viruses expressing gp120 antigens from different clades of primary HIV - 1 isolates .	O O O O O O O O O O O O O O O O O B I I O O
A novel HIV - 1 Env expression vector ( SF162 - Z ) was developed by introducing two new cloning sites on the backbone of an existing vector that produces a full length Env from HIV - 1 SF162 isolate .	O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O
These sites facilitate the swapping of the gp120 portion of the SF162 Env with matching gp120 antigens from HIV - 1 isolates of different genetic clades .	O O O O O O O O O O O O O O O O O O B I I O O O O O O
Final production of functional pseudotyped viruses will express chimeric Env antigens , including gp41 of the parental SF162 and gp120 from other primary isolates .	O O O O O O O O O O O O O O O O O O O O O O O O O
This system is useful for testing the neutralizing sensitivity of partial env gene products frequently identified in viral quasi species in patients infected with HIV or when only partial gp120 gene products are available .	O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O
Catabolite control protein A controls hydrogen peroxide production and cell death in Streptococcus sanguinis .	O O O O O O O O O O O O B I O
Streptococcus sanguinis is a commensal oral bacterium producing hydrogen peroxide ( H2O2 ) that is dependent on pyruvate oxidase ( Spx ) activity .	B I O O O O O O O O O O O O O O O O O O O O O O
In addition to its well - known role in bacterial antagonism during interspecies competition , H2O2 causes cell death in about 10 % of the S . sanguinis population .	O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O
As a consequence of H2O2 - induced cell death , largely intact chromosomal DNA is released into the environment .	O O O O O O O O O O O O O O O O O O O O
This extracellular DNA ( eDNA ) contributes to the self - aggregation phenotype under aerobic conditions .	O O O O O O O O O O O O O O O O O
To further investigate the regulation of spx gene expression , we assessed the role of catabolite control protein A ( CcpA ) in spx expression control .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
We report here that CcpA represses spx expression .	O O O O O O O O O
An isogenic DeltaccpA mutant showed elevated spx expression , increased Spx abundance , and H2O2 production , whereas the wild type did not respond with altered spx expression in the presence of glucose and other carbohydrates .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Since H2O2 is directly involved in the release of eDNA and bacterial cell death , the presented data suggest that CcpA is a central control element in this important developmental process in S . sanguinis .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O
Genome sequence of strain HTCC2083 , a novel member of the marine clade Roseobacter .	O O O O O O O O O O O O O O O
Strain HTCC2083 was isolated from Oregon seawater using dilution - to - extinction culturing and represents a novel member of the Roseobacter clade .	O O O O O O O O O O O O O O O O O O O O O O O O
The draft genome sequence of HTCC2083 is presented here .	O O O O O O O O O O
The genome is predicted to contain genes for aerobic anoxygenic phototrophy , sulfite - oxidizing chemolithotrophy , anapleurotic CO ( 2 ) fixation , carbon monoxide oxidation , and dimethylsulfoniopropionate ( DMSP ) utilization .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Cadherin domains in the polysaccharide - degrading marine bacterium Saccharophagus degradans 2 - 40 are carbohydrate - binding modules .	O O O O O O O O O B I I I I O O O O O O
The complex polysaccharide - degrading marine bacterium Saccharophagus degradans strain 2 - 40 produces putative proteins that contain numerous cadherin and cadherin - like domains involved in intercellular contact interactions .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The current study reveals that both domain types exhibit reversible calcium - dependent binding to different complex polysaccharides which serve as growth substrates for the bacterium .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Distinct roles of multiple NDH - 1 complexes in the cyanobacterial electron transport network as revealed by kinetic analysis of P700 + reduction in various Ndh - deficient mutants of Synechocystis sp . strain PCC6803 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O
While methyl viologen had only a small effect on P700 ( + ) rereduction kinetics after far - red pulses in KCN - treated wild - type Synechocystis sp . strain PCC6803 and an NdhF3 / NdhF4 ( NdhF3 / F4 ) - defective mutant , it involved a rather slow P700 ( + ) rereduction in an NdhF1 - defective mutant .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This strongly indicates that ( i ) active electron flow from metabolites to plastoquinone is suppressed upon deletion of ndhF1 and ( ii ) photosystem 1 - mediated cyclic electron transport is dependent on NdhF3 / F4 - type NDH - 1 complexes .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Adhesive activity of the haemophilus cryptic genospecies cha autotransporter is modulated by variation in tandem Peptide repeats .	O O O O O O O O O O O O O O O O O O
The Haemophilus cryptic genospecies is an important cause of maternal genital tract and neonatal systemic infections and initiates infection by colonizing the genital or respiratory epithelium .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
In recent work , we identified a unique Haemophilus cryptic genospecies protein called Cha , which mediates efficient adherence to genital and respiratory epithelia .	O O O O O O O O O O O O O O O O O O O O O O O O O
The Cha adhesin belongs to the trimeric autotransporter family and contains an N - terminal signal peptide , an internal passenger domain that harbors adhesive activity , and a C - terminal membrane anchor domain .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The passenger domain in Cha contains clusters of YadA - like head domains and neck motifs as well as a series of tandem 28 - amino - acid peptide repeats .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In the current study , we report that variation in peptide repeat number gradually modulates Cha adhesive activity , associated with a direct effect on the length of Cha fibers on the bacterial cell surface .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The N - terminal 404 residues of the Cha passenger domain mediate binding to host cells and also facilitate bacterial aggregation through intermolecular Cha - Cha binding .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
As the tandem peptide repeats expand , the Cha fiber becomes longer and Cha adherence activity decreases .	O O O O O O O O O O O O O O O O O O
The expansion and contraction of peptide repeats represent a novel mechanism for modulating adhesive capacity , potentially balancing the need of the organism to colonize the genital and respiratory tracts with the ability to attach to alternative substrates , disperse within the host , or evade the host immune system .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Complete genome sequence of strain HTCC2503T of Parvularcula bermudensis , the type species of the order Parvularculales in the class Alphaproteobacteria .	O O O O O B O B I O O O O O O O O O O O O O
The order Parvularculales represents the seventh order in the class Alphaproteobacteria .	O O O O O O O O O O O O
Parvularcula bermudensis , the type species of the order , was isolated from the Sargasso Sea using dilution - to - extinction culturing .	B I O O O O O O O O O O O O O O O O O O O O O O
We present here the complete genome sequence of Parvularcula bermudensis HTCC2503 ( T ) , which contains genes for carotenoid biosynthesis , dimethylsulfoniopropionate demethylase , and transduction - like gene transfer agents .	O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O
Complete genome sequence of Corynebacterium pseudotuberculosis I19 , a strain isolated from a cow in Israel with bovine mastitis .	O O O O B I I O O O O O O B O O O O O O
This work reports the completion and annotation of the genome sequence of Corynebacterium pseudotuberculosis I19 , isolated from an Israeli dairy cow with severe clinical mastitis .	O O O O O O O O O O O O B I I O O O O O O B O O O O O
To present the whole - genome sequence , a de novo assembly approach using 33 million short ( 25 - bp ) mate - paired SOLiD reads only was applied .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Furthermore , the automatic , functional , and manual annotations were attained with the use of several algorithms in a multistep process .	O O O O O O O O O O O O O O O O O O O O O O O
X - ray structure and site - directed mutagenesis analysis of the Escherichia coli colicin M immunity protein .	O O O O O O O O O O O O B I O O O O O
Colicin M ( ColM ) , which is produced by some Escherichia coli strains to kill competitor strains from the same or related species , was recently shown to inhibit cell wall peptidoglycan biosynthesis through enzymatic degradation of its lipid II precursor .	O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ColM - producing strains are protected from the toxin that they produce by coexpression of a specific immunity protein , named Cmi , whose mode of action still remains to be identified .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We report here the resolution of the crystal structure of Cmi , which is composed of four Beta strands and four alpha helices .	O O O O O O O O O O O O O O O O O O O O O O O O
This rather compact structure revealed a disulfide bond between residues Cys31 and Cys107 .	O O O O O O O O O O O O O O
Interestingly , these two cysteines and several other residues appeared to be conserved in the sequences of several proteins of unknown function belonging to the YebF family which exhibit 25 to 35 % overall sequence similarity with Cmi .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Site - directed mutagenesis was performed to assess the role of these residues in the ColM immunity - conferring activity of Cmi , which showed that the disulfide bond and residues from the C - terminal extremity of the protein were functionally essential .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The involvement of DsbA oxidase in the formation of the Cmi disulfide bond is also demonstrated .	O O O O O O O O O O O O O O O O O
Complete genome sequence of Bifidobacterium bifidum S17 .	O O O O B I I O
Here , we report on the first completely annotated genome sequence of a Bifidobacterium bifidum strain .	O O O O O O O O O O O O O B I O O
B . bifidum S17 , isolated from feces of a breast - fed infant , was shown to strongly adhere to intestinal epithelial cells and has potent anti - inflammatory activity in vitro and in vivo .	B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The genome sequence will provide new insights into the biology of this potential probiotic organism and allow for the characterization of the molecular mechanisms underlying its beneficial properties .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Complete genome sequence of strain HTCC2170 , a novel member of the genus Maribacter in the family Flavobacteriaceae .	O O O O O B O O O O O O O O O O O O O
Strain HTCC2170 was isolated from surface waters off the Oregon coast using dilution - to - extinction culturing .	O B O O O O O O O O O O O O O O O O O
Here , we present the finished genome sequence of a marine bacterium , Maribacter sp . strain HTCC2170 .	O O O O O O O O O O B I O B I I I I O
Strain sp .	O O O
HTCC2170 is predicted to be a facultatively aerobic chemoorganotroph that , based on genomic sequence analysis , is capable of macromolecule degradation and anaerobic respiration .	B O O O O O O O O O O O O O O O O O O O O O O O O O
Characterization of the Bacteroides CTnDOT regulatory protein RteC .	O O O O O O O O O
Excision of the Bacteroides conjugative transposon CTnDOT is stimulated by tetracycline .	O O O O O O O O O O O O
It was shown previously that a gene , rteC , is necessary for tetracycline - stimulated transcriptional regulation of the orf2c operon , which contains the excision genes .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The protein encoded by this gene , RteC , did not have primary amino acid sequence homology to any known proteins in the databases .	O O O O O O O O O O O O O O O O O O O O O O O O O
Accordingly , we sought structural homologs of RteC .	O O O O O O O O O
A three - dimensional structure prediction by Robetta suggested that RteC might have two domains and that the C - terminal domain might have a winged helix motif .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Based on the Robetta prediction , the human transcriptional factors E2F - 4 and DP2 were identified as the most likely structural homologs of RteC .	O O O O O O O B O O O O O O O O O O O O O O O O O O
We made alanine substitutions within the putative DNA binding helix 3 region of RteC .	O O O O O O O O O O O O O O O
Assays of orf2c : : uidA activation by alanine mutants indicated that residues 174 , 175 , 178 , 180 , and 184 in helix 3 might contact the upstream region of P ( E ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The upstream region of orf2c contained two inverted - repeat half sites .	O O O O O O O O O O O O O
Mutational analysis of these half sites showed that both half sites are important for activity .	O O O O O O O O O O O O O O O O
Thus , we have identified the DNA binding portion of RteC and the DNA site to which it binds .	O O O O O O O O O O O O O O O O O O O O
Draft genome sequence of the anoxygenic filamentous phototrophic bacterium Oscillochloris trichoides subsp . DG - 6 .	O O O O O O O O O B I I I I I I O
Oscillochloris trichoides is a mesophilic , filamentous , photoautotrophic , nonsulfur , diazotrophic bacterium which is capable of carbon dioxide fixation via the reductive pentose phosphate cycle and possesses no assimilative sulfate reduction .	B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Here , we present the draft genome sequence of Oscillochloris trichoides subsp . DG - 6 , the type strain of the species , which has permitted the prediction of genes for carbon and nitrogen metabolism and for the light - harvesting apparatus .	O O O O O O O O O B I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Impact of density and environmental factors on population fluctuations in a migratory passerine .	O O O O O O O O O O O O O O
Populations of plants and animals typically fluctuate because of the combined effects of density - dependent and density - independent processes .	O O O O O O O O O O O O O O O O O O O O O O
The study of these processes is complicated by the fact that population sizes are typically not known exactly , because population counts are subject to sampling variance .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Although the existence of sampling variance is broadly acknowledged , relatively few studies on time - series data have accounted for it , which can result in wrong inferences about population processes .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
To increase our understanding of population dynamics , we analysed time series from six Central European populations of the migratory red - backed shrike Lanius collurio by simultaneously assessing the strength of density dependence , process and sampling variance .	O O O O O O O O O O O O O O O O O O O O B I I I B I O O O O O O O O O O O O O O
In addition , we evaluated hypotheses predicting effects of factors presumed to operate on the breeding grounds , at stopover sites in eastern Africa during fall and spring migration and in the wintering grounds in southern Africa .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We used both simple and state - space formulations of the Gompertz equation to model population size .	O O O O O O O O O O O O O O O O O O
Across populations and modelling approaches , we found consistent evidence for negative density - dependent population regulation .	O O O O O O O O O O O O O O O O O O
Further , process variance contributed substantially to variation in population size , while sampling variance did not .	O O O O O O O O O O O O O O O O O O
Environmental conditions in eastern and southern Africa appear to influence breeding population size , as rainfall in the Sahel during fall migration and in the south African wintering areas were positively related to population size in the following spring in four of six populations .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In contrast , environmental conditions in the breeding grounds were not related to population size .	O O O O O O O O O O O O O O O O
Our findings suggest negative density - dependent regulation of red - backed shrike breeding populations and are consistent with the long - standing hypothesis that conditions in the African staging and wintering areas influence population numbers of species breeding in Europe .	O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This study highlights the importance of jointly investigating density - dependent and density - independent processes to improve our understanding of factors influencing population fluctuations in space and time .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Intraspecific trait variation and covariation in a widespread tree species ( Nothofagus pumilio ) in southern Chile .	O O O O O O O O O O O B I O O O O O
* The focus of the trait - based approach to study community ecology has mostly been on trait comparisons at the interspecific level .	O O O O O O O O O O O O O O O O O O O O O O O O
Here we quantified intraspecific variation and covariation of leaf mass per area ( LMA ) and wood density ( WD ) in monospecific forests of the widespread tree species Nothofagus pumilio to determine its magnitude and whether it is related to environmental conditions and ontogeny .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O
We also discuss probable mechanisms controlling the trait variation found .	O O O O O O O O O O O
* We collected leaf and stem woody tissues from 30 - 50 trees of different ages ( ontogeny ) from each of four populations at differing elevations ( i . e . temperatures ) and placed at each of three locations differing in soil moisture .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
* The total variation in LMA ( coefficient of variation ( CV ) = 21 . 14 % ) was twice that of WD ( CV = 10 . 52 % ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The total variation in traits was never less than 23 % when compared with interspecific studies .	O O O O O O O O O O O O O O O O O
Differences in elevation ( temperature ) for the most part explained variation in LMA , while differences in soil moisture and ontogeny explained the variation in WD .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Traits covaried similarly in the altitudinal gradient only .	O O O O O O O O O
* Functional traits of N . pumilio exhibited nonnegligible variation ; LMA varied for the most part with temperature , while WD mostly varied with moisture and ontogeny .	O O O O B I I O O O O O O O O O O O O O O O O O O O O O O
We demonstrate that environmental variation can cause important trait variation without species turnover .	O O O O O O O O O O O O O O
Systemic virus - induced gene silencing allows functional characterization of maize genes during biotrophic interaction with Ustilago maydis .	O O O O O O O O O O B O O O O O B I O
Infection of maize ( Zea mays ) plants with the corn smut fungus Ustilago maydis leads to the formation of large tumors on the stem , leaves and inflorescences .	O O B O B I O O O O B O O B I O O O O O O O O O O O O O O O
In this biotrophic interaction , plant defense responses are actively suppressed by the pathogen , and previous transcriptome analyses of infected maize plants showed massive and stage - specific changes in host gene expression during disease progression .	O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O
To identify maize genes that are functionally involved in the interaction with U . maydis , we adapted a virus - induced gene silencing ( VIGS ) system based on the brome mosaic virus ( BMV ) for maize .	O O B O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O B O
Conditions were established that allowed successful U . maydis infection of BMV - preinfected maize plants .	O O O O O O B I I O O O O O O O O
This set - up enabled quantification of VIGS and its impact on U . maydis infection using a quantitative real - time PCR ( qRT - PCR ) - based readout .	O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O
In proof - of - principle experiments , an U . maydis - induced terpene synthase was shown to negatively regulate disease development while a protein involved in cell death inhibition was required for full virulence of U . maydis .	O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The results suggest that this system is a versatile tool for the rapid identification of maize genes that determine compatibility with U . maydis .	O O O O O O O O O O O O O O O B O O O O O B I I O
The second face of a known player : Arabidopsis silencing suppressor AtXRN4 acts organ - specifically .	O O O O O O O O B O O O O O O O O
Plant viruses exploit the symplastic transport pathway provided by plasmodesmata by encoding for specialized movement proteins , which interact with host factors to enable viral intracellular and intercellular spread .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Stable expression of the Potato leaf roll virus movement protein MP17 in Arabidopsis results in a carbohydrate export block and stunted growth .	O O O O B I I I O O O O B O O O O O O O O O O
To identify host factors essential for viral infection , we screened a progeny population of EMS ( ethyl methanesulfonate ) - mutagenized Arabidopsis expressing a MP17 : GFP fusion for suppressor mutants with restored wild type - like phenotype .	O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O
Two suppressor mutants showed decreased susceptibility against Turnip mosaic virus and post - transcriptional silencing of MP17 : GFP RNA in source leaves .	O O O O O O O B I I O O O O O O O O O O O O O O
Map based cloning identified in both lines mutations in XRN4 ( Exoribonuclease 4 ) , which was previously described as a suppressor of transgene silencing in source leaves .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Importantly , silencing of MP17 : GFP was not present in cotyledons and roots of the two suppressor mutants , which was confirmed in a third xrn4 T - DNA knock out line .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Subsequent analysis of MP17 : GFP transcript stability in xrn2 and xrn3 mutants indicated an essential role of AtXRN2 for silencing suppression in roots / cotyledons while AtXRN3 appears to act similar to AtXRN4 in source leaves , only .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Overall , these findings point towards an organ - specific regulation of gene silencing in Arabidopsis .	O O O O O O O O O O O O O O O B O
Haplotype analysis of the genes encoding glutamine synthetase plastic isoforms and their association with nitrogen - use - and yield - related traits in bread wheat .	O O O O O O O O O O O O O O O O O O O O O O O O B I O
Glutamine synthetase ( GS ) plays a key role in the growth , nitrogen ( N ) use and yield potential of cereal crops .	O O O O O O O O O O O O O O O O O O O O O O O O O
Investigating the haplotype variation of GS genes and its association with agronomic traits may provide useful information for improving wheat N - use efficiency and yield .	O O O O O O O O O O O O O O O O O O O B O O O O O O O
We isolated the promoter and coding region sequences of the plastic glutamine synthetase isoform ( GS2 ) genes located on chromosomes 2A , 2B and 2D in bread wheat .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O
By analyzing nucleotide sequence variations of the coding region , two , six and two haplotypes were distinguished for TaGS2 - A1 ( a and b ) , TaGS2 - B1 ( a - f ) and TaGS2 - D1 ( a and b ) , respectively .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
By analyzing the frequency data of different haplotypes and their association with N use and agronomic traits , four major and favorable TaGS2 haplotypes ( A1b , B1a , B1b , D1a ) were revealed .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
These favorable haplotypes may confer better seedling growth , better agronomic performance , and improved N uptake during vegetative growth or grain N concentration .	O O O O O O O O O O O O O O O O O O O O O O O O O
Our data suggest that certain TaGS2 haplotypes may be valuable in breeding wheat varieties with improved agronomic performance and N - use efficiency .	O O O O O O O O O O O O B O O O O O O O O O O O
The molecular basis for venation patterning of pigmentation and its effect on pollinator attraction in flowers of Antirrhinum .	O O O O O O O O O O O O O O O O O O O
